"Adipose Tissue","Adipose Tissue_meanFrequency","Muscle","Muscle_meanFrequency","Blood Vessel","Blood Vessel_meanFrequency","Heart","Heart_meanFrequency","Uterus","Uterus_meanFrequency","Vagina","Vagina_meanFrequency","Breast","Breast_meanFrequency","Skin","Skin_meanFrequency","Salivary Gland","Salivary Gland_meanFrequency","Brain","Brain_meanFrequency","Adrenal Gland","Adrenal Gland_meanFrequency","Thyroid","Thyroid_meanFrequency","Lung","Lung_meanFrequency","Spleen","Spleen_meanFrequency","Pancreas","Pancreas_meanFrequency","Esophagus","Esophagus_meanFrequency","Stomach","Stomach_meanFrequency","Colon","Colon_meanFrequency","Small Intestine","Small Intestine_meanFrequency","Prostate","Prostate_meanFrequency","Testis","Testis_meanFrequency","Nerve","Nerve_meanFrequency","Blood","Blood_meanFrequency","Pituitary","Pituitary_meanFrequency","Ovary","Ovary_meanFrequency","Liver","Liver_meanFrequency","Kidney","Kidney_meanFrequency","Bladder","Bladder_meanFrequency"
"Candidatus Kaistella beijingensis","0.528039204152249","Corynebacterium kefirresidentii","14.1171190482399","Burkholderia metallica","44.1166890039216","Comamonas serinivorans","0.786415556900726","Burkholderia multivorans","5.76977362318841","Burkholderia humptydooensis","0.314371959459459","Burkholderia multivorans","10.0681244519016","Capillimicrobium parvum","2.235976848","Corynebacterium simulans","1.09479378205128","Corynebacterium jeikeium","0.713881207627197","Cellulomonas taurus","1.10736723140496","Candida albicans","16.129738944","Carnobacterium divergens","4.41343184981685","Burkholderia dolosa","1.58072810572687","Burkholderia plantarii","0.974566974522293","Caldibacillus thermoamylovorans","12.7633981327498","Burkholderia territorii","5.03430149560117","Burkholderia ambifaria","4.36195663186078","Candida albicans","52.0050865921788","Brevibacterium pigmentatum","0.798971759656652","Corynebacterium freneyi","0.365707842565598","Burkholderia territorii","1.90704244556114","Caldicellulosiruptor kronotskyensis","0.350921938202247","Cardiobacterium hominis","1.22716921348315","Caldicellulosiruptor hydrothermalis","0.224892543352601","Burkholderia seminalis","24.7170343317972","Capnocytophaga gingivalis","1.05822638554217","Blautia wexlerae","1.67575631578947"
"Capillimicrobium parvum","2.77061501730104","Corynebacterium kroppenstedtii","5.27721533246415","Burkholderia multivorans","8.00258661176471","Comamonas thiooxydans","6.39758907990315","Burkholderia oklahomensis","0.194803043478261","Burkholderia lata","280.261864797297","Burkholderia orbicola","12.2796864876957","Capnocytophaga gingivalis","1.479027696","Corynebacterium singulare","1.53149128205128","Corynebacterium kefirresidentii","11.2266615254237","Cellulosimicrobium cellulans","0.927369834710744","Candidatus Kaistella beijingensis","0.35622888","Castellaniella defragrans","3.4390293040293","Burkholderia gladioli","0.157306651982379","Burkholderia pseudomallei","0.47501576433121","Caldicellulosiruptor acetigenus","4.24016400437637","Burkholderia thailandensis","0.218033225806452","Burkholderia cenocepacia","8.7728625167336","Capillimicrobium parvum","1.88199312849162","Brevundimonas albigilva","4.90823188841202","Corynebacterium glaucum","1.38415886297376","Burkholderia ubonensis","1.2154258961474","Caldimonas brevitalea","1.99049891853933","Carnobacterium divergens","2.90257445692884","Caldicellulosiruptor kronotskyensis","0.236394682080925","Burkholderia stagnalis","2.16435373271889","Capnocytophaga sputigena","0.996482409638554","Bombilactobacillus bombi","0.130422631578947"
"Capnocytophaga gingivalis","2.14999089965398","Corynebacterium lujinxingii","2.2856383833116","Burkholderia orbicola","12.5675329098039","Conexibacter woesei","1.10758065375303","Burkholderia orbicola","20.0311944202899","Burkholderia mallei","0.194658918918919","Burkholderia pseudomallei","0.328745324384787","Capnocytophaga sputigena","1.229813904","Corynebacterium striatum","0.209133717948718","Corynebacterium kroppenstedtii","3.21231949152542","Changpingibacter yushuensis","0.332025041322314","Capillimicrobium parvum","1.959172368","Caulobacter flavus","0.406707014652015","Burkholderia glumae","1.07889140969163","Burkholderia pyrrocinia","29.6271874203822","Caldimonas brevitalea","2.48472231218089","Burkholderia ubonensis","1.99153392961877","Burkholderia dolosa","0.795425073627845","Capnocytophaga gingivalis","1.50091111731844","Brevundimonas goettingensis","0.843072317596567","Corynebacterium glucuronolyticum","1.81621166180758","Caballeronia grimmiae","2.84061554438861","Caldimonas thermodepolymerans","22.7400181460674","Castellaniella defragrans","0.627801086142322","Caldimonas brevitalea","1.34574664739884","Burkholderia territorii","5.24173382488479","Cardiobacterium hominis","1.59553","Bombilactobacillus thymidiniphilus","1.67802263157895"
"Capnocytophaga sputigena","1.75337571799308","Corynebacterium macginleyi","0.770456558018253","Burkholderia pseudomallei","0.334030415686275","Corynebacterium accolens","17.9850493220339","Burkholderia plantarii","0.934793913043478","Burkholderia metallica","73.431567027027","Burkholderia pyrrocinia","18.5346637583893","Cardiobacterium hominis","1.583887696","Corynebacterium tuberculostearicum","15.6116478846154","Corynebacterium lujinxingii","4.35330078389831","Chroococcidiopsis thermalis","1.31753545454545","Capnocytophaga endodontalis","1.151401104","Caulobacter mirabilis","0.702715384615385","Burkholderia humptydooensis","0.469384317180617","Burkholderia savannae","0.27457449044586","Caldimonas thermodepolymerans","19.7766173231218","Caballeronia grimmiae","2.18025304985337","Burkholderia lata","114.003978032129","Capnocytophaga sputigena","1.27838094972067","Brevundimonas nasdae","11.3629546351931","Corynebacterium imitans","1.33620285714286","Caenibius tardaugens","1.06390326633166","Candida albicans","12.8002388483146","Caulobacter flavus","0.516400299625468","Caldimonas thermodepolymerans","15.3243926589595","Burkholderia thailandensis","0.222407235023041","Carnobacterium divergens","6.50597204819277","Bordetella avium","0.118257894736842"
"Cardiobacterium hominis","3.52191196366782","Corynebacterium minutissimum","2.27679671877445","Burkholderia pyrrocinia","18.8194165647059","Corynebacterium amycolatum","4.18766727602906","Burkholderia pseudomallei","0.458482173913043","Burkholderia multivorans","7.87985216216216","Burkholderia seminalis","15.8455136465324","Carnobacterium divergens","13.952450224","Corynebacterium urealyticum","0.145964551282051","Corynebacterium macginleyi","1.59192754237288","Chryseobacterium balustinum","0.504742768595041","Capnocytophaga gingivalis","4.763913232","Caulobacter rhizosphaerae","0.510500549450549","Burkholderia lata","314.164127004405","Burkholderia seminalis","25.8458848726115","Candida albicans","216.526230175055","Caenibius tardaugens","0.533966539589443","Burkholderia metallica","28.869494939759","Cardiobacterium hominis","1.03182737430168","Brevundimonas pondensis","4.71360236051502","Corynebacterium jeikeium","0.858308513456094","Caldibacillus thermoamylovorans","7.4808618760469","Candidatus Kaistella beijingensis","0.402655070224719","Caulobacter mirabilis","0.722801797752809","Candida albicans","8.40465277456647","Burkholderia ubonensis","1.81761995391705","Castellaniella defragrans","1.42733421686747","Bordetella petrii","1.77789421052632"
"Carnobacterium divergens","7.15991564013841","Corynebacterium propinquum","2.56753428943937","Burkholderia seminalis","16.7782862509804","Corynebacterium aurimucosum","2.78090928571429","Burkholderia pyrrocinia","28.6906880434783","Burkholderia oklahomensis","0.196123986486486","Burkholderia stagnalis","1.52579029082774","Castellaniella defragrans","0.877915128","Corynebacterium ureicelerivorans","7.4505433974359","Corynebacterium minutissimum","3.89411103813559","Chryseobacterium faecale","1.81755880165289","Capnocytophaga sputigena","11.260983248","Caulobacter segnis","1.2514526007326","Burkholderia mallei","0.21768140969163","Burkholderia stagnalis","2.17385786624204","Candida dubliniensis","48.4935832749818","Caldibacillus thermoamylovorans","4.93323041055718","Burkholderia multivorans","7.90201781793842","Carnobacterium divergens","2.47757","Brevundimonas subvibrioides","1.82736832618026","Corynebacterium kefirresidentii","11.6011856268222","Caldicellulosiruptor acetigenus","5.56876842546064","Candidatus Nanopelagicus abundans","0.310245337078652","Caulobacter rhizosphaerae","0.484698014981273","Candidatus Kaistella beijingensis","0.256461676300578","Caballeronia grimmiae","2.1957869124424","Caulobacter mirabilis","0.213987590361446","Bordetella pseudohinzii","0.529354210526316"
"Castellaniella defragrans","0.922598935986159","Corynebacterium sanguinis","0.716319895697523","Burkholderia stagnalis","1.49735778823529","Corynebacterium freneyi","0.300450012106538","Burkholderia savannae","0.380448188405797","Burkholderia orbicola","19.8165608783784","Burkholderia territorii","3.04979219239374","Caulobacter flavus","0.772156992","Corynebacterium vitaeruminis","3.30159371794872","Corynebacterium propinquum","1.39744021186441","Chryseobacterium taklimakanense","0.624300454545455","Cardiobacterium hominis","29.450524768","Caulobacter vibrioides","1.96051822344322","Burkholderia metallica","80.005488061674","Burkholderia territorii","5.01755452229299","Candidatus Kaistella beijingensis","0.406650153172867","Caldicellulosiruptor acetigenus","4.29342123167155","Burkholderia orbicola","8.16802969210174","Castellaniella defragrans","0.568024972067039","Brevundimonas vesicularis","10.828330472103","Corynebacterium kroppenstedtii","3.16704653061224","Caldicellulosiruptor hydrothermalis","0.302595711892797","Capillimicrobium parvum","1.47308480337079","Caulobacter segnis","0.60516808988764","Candidatus Methylopumilus turicensis","0.863518265895954","Caenibius tardaugens","0.633002073732719","Caulobacter rhizosphaerae","0.443016506024096","Bosea vaviloviae","0.41804"
"Caulobacter flavus","0.622604169550173","Corynebacterium simulans","0.90781406779661","Burkholderia territorii","3.38780750588235","Corynebacterium glaucum","0.814773898305085","Burkholderia seminalis","27.7634088405797","Burkholderia plantarii","1.05012378378378","Burkholderia ubonensis","1.23621098434004","Caulobacter henricii","1.4815279536","Crinalium epipsammum","1.9001033974359","Corynebacterium rouxii","0.380415169491525","Chryseoglobus indicus","1.13626326446281","Carnobacterium divergens","3.745910176","Cellulomonas iranensis","0.766487380952381","Burkholderia multivorans","11.4382055947137","Burkholderia thailandensis","0.281161719745223","Candidatus Nanopelagicus abundans","0.287563311451495","Caldicellulosiruptor hydrothermalis","0.272149120234604","Burkholderia pseudomallei","0.247665113788487","Caulobacter flavus","0.357807262569832","Brevundimonas vitisensis","2.80345626609442","Corynebacterium lujinxingii","3.85761212827988","Caldimonas brevitalea","2.3761597319933","Capnocytophaga endodontalis","1.00435891853933","Caulobacter vibrioides","0.980163370786517","Candidatus Nanopelagicus abundans","0.332693352601156","Caldibacillus thermoamylovorans","16.8752424884793","Caulobacter segnis","1.26791421686747","Brachybacterium avium","4.80762263157895"
"Caulobacter mirabilis","0.538505960207612","Corynebacterium singulare","1.35179846153846","Burkholderia ubonensis","1.29677450980392","Corynebacterium glucuronolyticum","2.86913359564165","Burkholderia stagnalis","2.29296695652174","Burkholderia pseudomallei","0.479305675675676","Caballeronia grimmiae","3.22355080536913","Caulobacter mirabilis","1.309074768","Croceibacterium atlanticum","0.275593333333333","Corynebacterium sanguinis","0.683592288135593","Clavibacter phaseoli","1.33862681818182","Castellaniella defragrans","1.192726","Cellulomonas palmilytica","0.53940206959707","Burkholderia oklahomensis","0.228903524229075","Burkholderia ubonensis","2.24756563694268","Capillimicrobium parvum","2.206501444645","Caldimonas brevitalea","1.63065653958944","Burkholderia pyrrocinia","12.1253399464525","Caulobacter mirabilis","0.523578044692737","Brochothrix thermosphacta","6.1129630472103","Corynebacterium macginleyi","0.621067463556851","Caldimonas thermodepolymerans","20.8602089782245","Capnocytophaga gingivalis","3.06565853932584","Cellulomonas fimi","12.2759821722846","Candidatus Sodalis pierantonius","0.163912601156069","Caldicellulosiruptor acetigenus","5.09814894009217","Caulobacter vibrioides","0.618759759036145","Brachybacterium ginsengisoli","1.62373157894737"
"Caulobacter rhizosphaerae","0.526379749134948","Corynebacterium striatum","0.328273102998696","Caballeronia grimmiae","2.03824461960784","Corynebacterium imitans","2.14477041162228","Burkholderia territorii","5.16748","Burkholderia pyrrocinia","29.9875894594595","Caenibius tardaugens","0.583688948545861","Caulobacter rhizosphaerae","0.731815344","Croceicoccus marinus","0.449332820512821","Corynebacterium simulans","1.38124540254237","Cloacibacterium caeni","21.5107846694215","Caulobacter flavus","1.52358112","Cellulomonas taurus","2.38903441391941","Burkholderia orbicola","22.2199405286344","Caballeronia grimmiae","2.31863439490446","Capnocytophaga endodontalis","0.505316126914661","Caldimonas thermodepolymerans","17.8380940469208","Burkholderia seminalis","11.0456046987952","Caulobacter rhizosphaerae","0.488997094972067","Brucella anthropi","17.5558096566524","Corynebacterium minutissimum","2.53257542274052","Candida albicans","18.6382921105528","Capnocytophaga sputigena","1.31232404494382","Cellulomonas iranensis","0.594796853932584","Capillimicrobium parvum","0.846764624277457","Caldicellulosiruptor hydrothermalis","0.266838387096774","Cedecea lapagei","0.395846506024096","Brachybacterium sp. NBEC-018","0.388038947368421"
"Caulobacter segnis","0.98396651384083","Corynebacterium tuberculostearicum","20.2632783441982","Caenibius tardaugens","0.691274321568627","Corynebacterium jeikeium","1.28093794685236","Burkholderia thailandensis","0.263902753623188","Burkholderia savannae","0.297799054054054","Caldibacillus thermoamylovorans","26.3147002684564","Caulobacter segnis","0.986662272","Cryobacterium soli","0.48861782051282","Corynebacterium singulare","1.96704161016949","Cloacibacterium normanense","18.3245997520661","Caulobacter henricii","11.101022624","Cellulosimicrobium cellulans","0.842529010989011","Burkholderia plantarii","0.92842986784141","Caenibius tardaugens","0.740977356687898","Capnocytophaga gingivalis","1.6428194456601","Candida albicans","66.1658348093842","Burkholderia stagnalis","0.921800495314592","Caulobacter segnis","0.777792625698324","Burkholderia ambifaria","11.4633041630901","Corynebacterium propinquum","5.10699326530612","Candidatus Kaistella beijingensis","0.384026130653266","Cardiobacterium hominis","1.13640717696629","Cellulomonas taurus","8.3141222846442","Capnocytophaga gingivalis","32.6617458959538","Caldimonas brevitalea","2.04658479262673","Cellulomonas iranensis","0.52631265060241","Brachybacterium vulturis","2.15473736842105"
"Caulobacter vibrioides","1.66143608131488","Corynebacterium urealyticum","0.690368852672751","Caldibacillus thermoamylovorans","11.2103870588235","Corynebacterium kefirresidentii","14.8422025181598","Burkholderia ubonensis","1.76936311594203","Burkholderia seminalis","26.3191011486486","Caldicellulosiruptor acetigenus","5.52062467561521","Caulobacter vibrioides","1.172377664","Cupriavidus basilensis","4.798175","Corynebacterium stationis","1.07976709745763","Clostridium perfringens","33.2383757438017","Caulobacter mirabilis","9.46408968","Cereibacter azotoformans","1.62508712454212","Burkholderia pseudomallei","0.557797709251101","Caldibacillus thermoamylovorans","21.784289044586","Capnocytophaga sputigena","2.22806120350109","Candida dubliniensis","1.77875809384164","Burkholderia territorii","2.20131248995984","Caulobacter vibrioides","0.778247039106145","Burkholderia cenocepacia","24.5127900858369","Corynebacterium sanguinis","0.793791195335277","Candidatus Nanopelagicus abundans","0.244420753768844","Carnobacterium divergens","4.0648318258427","Cellulosimicrobium cellulans","1.33147037453184","Capnocytophaga sputigena","15.2994657225434","Caldimonas thermodepolymerans","18.1234297235023","Cellulomonas palmilytica","1.58798156626506","Bradyrhizobium betae","1.03095526315789"
"Cellulomonas palmilytica","0.472038607266436","Corynebacterium ureicelerivorans","6.77588249022164","Caldicellulosiruptor acetigenus","5.81032400784314","Corynebacterium kroppenstedtii","4.97935824463601","Caballeronia grimmiae","1.60004253623188","Burkholderia stagnalis","2.14256844594595","Caldicellulosiruptor hydrothermalis","0.381763668903803","Cellulomonas iranensis","0.54011496","Cupriavidus gilardii","96.856241474359","Corynebacterium striatum","0.459122161016949","Colletotrichum lupini","16.9706505371901","Caulobacter rhizosphaerae","2.45122536","Chivirus iEPS5","2153.14571117216","Burkholderia pyrrocinia","33.8980729955947","Caldicellulosiruptor acetigenus","5.24133898089172","Cardiobacterium hominis","1.37986672501823","Candidatus Kaistella beijingensis","0.40283853372434","Burkholderia ubonensis","0.862912757697456","Cellulomonas iranensis","0.367233575418994","Burkholderia dolosa","1.8865152360515","Corynebacterium simulans","0.677543119533528","Capillimicrobium parvum","2.59077065326633","Castellaniella defragrans","0.660478314606742","Chroococcidiopsis thermalis","2.86883404494382","Cardiobacterium hominis","23.4658324277457","Campylobacter showae","0.382574746543779","Cellulomonas taurus","3.11785493975904","Bradyrhizobium cosmicum","0.133372105263158"
"Cellulomonas taurus","2.89253525951557","Corynebacterium vitaeruminis","2.79540942633638","Caldicellulosiruptor hydrothermalis","0.323871984313725","Corynebacterium lujinxingii","3.32127094430993","Caenibius tardaugens","0.48997","Burkholderia territorii","4.9316075","Caldicellulosiruptor kronotskyensis","0.335505257270694","Cellulomonas palmilytica","0.87950124","Cupriavidus malaysiensis","0.568670641025641","Corynebacterium tuberculostearicum","25.0367106567797","Comamonas aquatica","9.76797388429752","Caulobacter segnis","1.059184704","Chroococcidiopsis thermalis","11.9224493589744","Burkholderia savannae","0.31444449339207","Caldicellulosiruptor kronotskyensis","0.287639681528662","Carnobacterium divergens","3.55938076586433","Candidatus Methylopumilus turicensis","0.893709384164223","Butyricimonas virosa","1.77285789825971","Cellulomonas taurus","1.88218117318436","Burkholderia glumae","1.06085017167382","Corynebacterium singulare","0.899816209912536","Capnocytophaga endodontalis","0.401040452261307","Caulobacter flavus","0.440476671348315","Chryseobacterium balustinum","0.804476666666667","Carnobacterium divergens","2.98215843930636","Candida albicans","37.5556494470046","Cellulosimicrobium cellulans","1.60238012048193","Bradyrhizobium daqingense","0.172241052631579"
"Cellulosimicrobium cellulans","1.24053010380623","Corynebacterium xerosis","0.725405645371578","Caldicellulosiruptor kronotskyensis","0.25369302745098","Corynebacterium macginleyi","1.26222612590799","Caldibacillus thermoamylovorans","22.8384603623188","Burkholderia thailandensis","0.22817472972973","Caldimonas brevitalea","2.15121807606264","Cellulomonas taurus","3.667455576","Cupriavidus necator","0.388273525641026","Corynebacterium urealyticum","0.599092966101695","Comamonas fluminis","2.35277289256198","Caulobacter vibrioides","4.79916752","Chryseobacterium balustinum","0.506133095238095","Burkholderia seminalis","29.7817948017621","Caldimonas brevitalea","2.03802697452229","Castellaniella defragrans","0.664083938730853","Candidatus Nanopelagicus abundans","0.282705395894428","Caballeronia grimmiae","1.81316555555556","Cellulosimicrobium cellulans","1.14600318435754","Burkholderia humptydooensis","0.473342789699571","Corynebacterium tuberculostearicum","20.8640428279883","Capnocytophaga gingivalis","1.99211162479062","Caulobacter henricii","0.906514466292135","Chryseobacterium capnotolerans","0.244374232209738","Castellaniella defragrans","0.300630346820809","Candidatus Kaistella beijingensis","0.736936589861751","Cereibacter azotoformans","2.40251265060241","Bradyrhizobium diazoefficiens","0.302290526315789"
"Cereibacter azotoformans","1.53503884948097","Crinalium epipsammum","3.37702345501956","Caldimonas brevitalea","2.08980202352941","Corynebacterium minutissimum","4.11642692493947","Caldicellulosiruptor acetigenus","5.77681601449275","Burkholderia ubonensis","1.80523398648649","Caldimonas thermodepolymerans","25.9375387248322","Cellulosimicrobium cellulans","1.360125496","Cupriavidus oxalaticus","0.752164487179487","Corynebacterium ureicelerivorans","10.3859376483051","Comamonas kerstersii","0.776514214876033","Cedecea lapagei","0.327506816","Chryseobacterium faecale","1.57512664835165","Burkholderia stagnalis","2.39345079295154","Caldimonas thermodepolymerans","15.2009312101911","Caulobacter flavus","0.621857520058352","Capillimicrobium parvum","1.46264366568915","Caenibius tardaugens","0.481010696117805","Cereibacter azotoformans","1.92432156424581","Burkholderia lata","350.375401201717","Corynebacterium ureicelerivorans","9.0115360058309","Capnocytophaga sputigena","1.75375306532663","Caulobacter mirabilis","0.596109592696629","Chryseobacterium faecale","1.45583411985019","Caulobacter flavus","0.704111965317919","Candidatus Mycosynbacter amalyticus","0.425977004608295","Chania multitudinisentens","0.230162409638554","Bradyrhizobium elkanii","4.09589105263158"
"Chroococcidiopsis thermalis","1.55905435986159","Croceicoccus marinus","0.837793455019557","Caldimonas thermodepolymerans","22.9714972078431","Corynebacterium propinquum","4.89898640435835","Caldicellulosiruptor hydrothermalis","0.256493333333333","Caballeronia grimmiae","1.55476533783784","Candida albicans","33.2010803803132","Cereibacter azotoformans","3.81047496","Cupriavidus pinatubonensis","0.297502435897436","Corynebacterium vitaeruminis","3.88103216101695","Comamonas odontotermitis","12.099827107438","Cellulomonas fimi","4.9674216","Chryseobacterium indoltheticum","0.466217032967033","Burkholderia territorii","5.43627982378855","Candida albicans","10.6327420063694","Caulobacter henricii","0.911948417213713","Capnocytophaga endodontalis","0.439264017595308","Caldibacillus thermoamylovorans","13.0414461579652","Chroococcidiopsis thermalis","4.96040469273743","Burkholderia mallei","0.216490557939914","Corynebacterium vitaeruminis","4.86944836734694","Cardiobacterium hominis","1.48833293132328","Caulobacter rhizosphaerae","0.495376460674157","Chryseobacterium taklimakanense","0.91719670411985","Caulobacter mirabilis","0.794345317919075","Candidatus Nanopelagicus abundans","0.242264101382488","Chroococcidiopsis thermalis","1.69753072289157","Bradyrhizobium guangdongense","0.308173157894737"
"Chryseobacterium balustinum","0.505170363321799","Cupriavidus basilensis","6.50153263754889","Candida albicans","40.2489373647059","Corynebacterium rouxii","0.474483886198547","Caldicellulosiruptor kronotskyensis","0.260445072463768","Caenibius tardaugens","1.02219182432432","Candidatus Kaistella beijingensis","0.438161655480984","Chroococcidiopsis thermalis","4.701594968","Curtobacterium flaccumfaciens","3.77816884615385","Corynebacterium xerosis","0.684169872881356","Comamonas serinivorans","0.847011570247934","Cellulomonas iranensis","0.62793784","Chryseobacterium nakagawai","1.08978126373626","Burkholderia thailandensis","0.243252643171806","Candidatus Kaistella beijingensis","1.07452299363057","Caulobacter mirabilis","1.28249913931437","Capnocytophaga gingivalis","1.44635785923754","Caldicellulosiruptor acetigenus","2.95500792503347","Chryseobacterium balustinum","0.298119441340782","Burkholderia metallica","91.3164356223176","Corynebacterium xerosis","0.335617259475219","Carnobacterium divergens","2.90324475711893","Caulobacter segnis","1.17995348314607","Chryseoglobus indicus","1.24998280898876","Caulobacter rhizosphaerae","0.45346549132948","Capillimicrobium parvum","0.931281658986175","Chryseobacterium arthrosphaerae","0.150160120481928","Bradyrhizobium guangxiense","0.116315789473684"
"Chryseobacterium faecale","1.45988575259516","Cupriavidus gilardii","86.3697702477184","Candidatus Kaistella beijingensis","0.474943239215686","Corynebacterium sanguinis","1.00799358353511","Caldimonas brevitalea","1.64894072463768","Caldibacillus thermoamylovorans","9.332595","Candidatus Mycosynbacter amalyticus","0.890151991051454","Chryseobacterium balustinum","0.51309632","Curtobacterium luteum","1.56747358974359","Crinalium epipsammum","2.67354103813559","Comamonas thiooxydans","4.34242351239669","Cellulomonas palmilytica","0.989828016","Chryseobacterium nepalense","0.361291391941392","Burkholderia ubonensis","2.16288863436123","Candidatus Methylopumilus turicensis","3.59713955414013","Caulobacter rhizosphaerae","0.444472035010941","Capnocytophaga sputigena","1.02446404692082","Caldimonas brevitalea","1.49214824631861","Chryseobacterium faecale","1.08304893854749","Burkholderia multivorans","11.3536453218884","Crinalium epipsammum","1.33669335276968","Castellaniella defragrans","0.64639634840871","Caulobacter vibrioides","1.92101542134831","Citrobacter freundii","0.552225243445693","Caulobacter segnis","1.42585716763006","Capnocytophaga endodontalis","0.524182903225806","Chryseobacterium bernardetii","0.184733253012048","Bradyrhizobium guangzhouense","0.437318421052632"
"Chryseobacterium taklimakanense","1.61133447231834","Cupriavidus malaysiensis","0.503786531942634","Candidatus Mycosynbacter amalyticus","1.70815189803922","Corynebacterium simulans","1.49139812348668","Caldimonas thermodepolymerans","16.9776210869565","Caldicellulosiruptor acetigenus","5.3441075","Capillimicrobium parvum","2.41517331096197","Chryseobacterium carnipullorum","0.416372464","Cutibacterium acnes","300.019955512821","Croceicoccus marinus","0.564852542372881","Conchiformibius steedae","2.22171458677686","Cellulomonas taurus","5.206169728","Chryseobacterium taihuense","0.400262564102564","Caballeronia grimmiae","3.16668","Candidatus Nanopelagicus abundans","0.305143662420382","Caulobacter segnis","0.881137826404085","Cardiobacterium hominis","1.79470114369501","Caldimonas thermodepolymerans","20.6178472824632","Chryseobacterium gallinarum","0.434768212290503","Burkholderia orbicola","23.9321591845494","Croceicoccus marinus","0.634983411078717","Caulobacter flavus","0.877879262981575","Cellulomonas iranensis","0.492121755617978","Citrobacter portucalensis","0.652516217228464","Caulobacter vibrioides","3.22502705202312","Capnocytophaga gingivalis","1.34888368663594","Chryseobacterium faecale","0.916676506024096","Bradyrhizobium icense","0.247122105263158"
"Chryseoglobus indicus","2.05930019031142","Cupriavidus necator","0.473930599739244","Candidatus Nanopelagicus abundans","0.298804509803922","Corynebacterium singulare","2.31476476997579","Candida albicans","10.0655986956522","Caldicellulosiruptor hydrothermalis","0.306100405405405","Capnocytophaga gingivalis","2.81588248322148","Chryseobacterium faecale","1.37344852","Cutibacterium avidum","1.26304705128205","Cryobacterium soli","0.485903601694915","Conexibacter woesei","0.530244090909091","Cellulosimicrobium cellulans","1.746874016","Chryseobacterium taklimakanense","1.36434483516484","Caenibius tardaugens","0.408967268722467","Capillimicrobium parvum","2.4564627388535","Caulobacter vibrioides","1.20724757111597","Carnobacterium divergens","2.88230346041056","Candida albicans","29.0261156091031","Chryseobacterium taihuense","0.280720726256983","Burkholderia plantarii","1.17628433476395","Cronobacter muytjensii","0.235993935860058","Caulobacter henricii","1.78933561139028","Cellulomonas palmilytica","0.641344129213483","Clavibacter phaseoli","0.760592584269663","Cellulomonas palmilytica","0.507421329479769","Capnocytophaga sputigena","3.00341705069124","Chryseobacterium taklimakanense","1.14255518072289","Bradyrhizobium japonicum","0.251489473684211"
"Citrobacter braakii","0.283514221453287","Cupriavidus oxalaticus","0.70622777053455","Capillimicrobium parvum","3.58637550588235","Corynebacterium stationis","0.878424697336562","Candidatus Kaistella beijingensis","0.436076739130435","Caldicellulosiruptor kronotskyensis","0.192048445945946","Capnocytophaga sputigena","11.4705461521253","Chryseobacterium taihuense","0.312485184","Cutibacterium granulosum","17.7755203846154","Cupriavidus basilensis","4.93983309322034","Coprococcus comes","0.503462520661157","Chivirus iEPS5","722.19838576","Chryseoglobus indicus","2.70104793040293","Caldibacillus thermoamylovorans","17.0484902202643","Capnocytophaga endodontalis","0.452256815286624","Cellulomonas palmilytica","0.583970736688548","Castellaniella defragrans","0.491591319648094","Candidatus Kaistella beijingensis","0.365518982597055","Chryseobacterium taklimakanense","0.78253407821229","Burkholderia pseudomallei","0.465138240343348","Cryobacterium soli","0.433832682215743","Caulobacter mirabilis","1.15851835845896","Cellulomonas taurus","1.93144075842697","Cloacibacterium caeni","25.6484968164794","Cellulomonas taurus","6.67246445086705","Cardiobacterium hominis","0.823814193548387","Chryseoglobus indicus","0.619705301204819","Bradyrhizobium oligotrophicum","0.342407368421053"
"Citrobacter freundii","1.03785869377163","Cupriavidus pinatubonensis","0.267635449804433","Capnocytophaga gingivalis","133.943533490196","Corynebacterium striatum","0.472590108958838","Candidatus Nanopelagicus abundans","0.311235869565217","Caldimonas brevitalea","2.25423216216216","Cardiobacterium hominis","1.40186275167785","Chryseobacterium taklimakanense","0.974246792","Cutibacterium modestum","8.25665108974359","Cupriavidus gilardii","88.3105541313559","Corynebacterium accolens","12.8537481404959","Chroococcidiopsis thermalis","16.85350584","Citrobacter amalonaticus","0.270120842490843","Caldicellulosiruptor acetigenus","3.8388372246696","Capnocytophaga gingivalis","1.48221910828025","Cellulomonas taurus","4.42748487235594","Caulobacter flavus","0.441135923753666","Capillimicrobium parvum","1.53726634538153","Chryseoglobus indicus","1.24347458100559","Burkholderia pyrrocinia","36.8747298283262","Cupriavidus basilensis","8.91297342667114","Caulobacter rhizosphaerae","0.542097169179229","Cellulosimicrobium cellulans","1.07572551966292","Cloacibacterium normanense","21.3633912359551","Chroococcidiopsis thermalis","2.62412277456647","Carnobacterium divergens","2.54669493087558","Citrobacter amalonaticus","0.228051084337349","Bradyrhizobium paxllaeri","0.163801052631579"
